2022-06-23 14:15:14,283 root         INFO     starting...
2022-06-23 14:15:47,147 root         ERROR    line being parsed: No examples ran
2022-06-23 14:15:47,419 root         DEBUG    checking out summary
2022-06-23 14:15:47,419 root         DEBUG    writing archive v8.4.0b01-2-gf0d4ab2 length 4
2022-06-23 14:15:47,432 root         INFO     processed [4] rows
2022-06-23 14:15:47,432 root         DEBUG    writing files /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:15:47,437 root         DEBUG    writing file -latest: /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:15:47,454 root         DEBUG    writing file md: /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:15:47,471 root         DEBUG    writing file csv[85]: /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:15:47,471 root         DEBUG    adding all modified files in summary
2022-06-23 14:15:47,483 root         DEBUG    committing to summary
2022-06-23 14:15:47,491 root         INFO     On branch main
Your branch is up to date with 'origin/main'.

nothing to commit, working tree clean

2022-06-23 14:15:47,910 root         INFO     finished summary for B:develop M: acorn [v8.4.0b01-2-gf0d4ab2]
2022-06-23 14:15:47,910 root         INFO     processing hash [1: v8.4.0b01-1-g3c875a5]
2022-06-23 14:15:47,910 root         DEBUG    generating summary for [v8.4.0b01-1-g3c875a5]
2022-06-23 14:15:47,910 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:48,055 root         DEBUG    matching logs: 0
2022-06-23 14:15:48,055 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:48,122 root         DEBUG    matching summaries: 0
2022-06-23 14:15:48,122 root         DEBUG    finished reading logs
2022-06-23 14:15:48,123 root         INFO     missing summary data for v8.4.0b01-1-g3c875a5, develop [acorn]
2022-06-23 14:15:48,123 root         INFO     processing hash [2: v8.4.0b01]
2022-06-23 14:15:48,123 root         DEBUG    generating summary for [v8.4.0b01]
2022-06-23 14:15:48,123 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:48,263 root         DEBUG    matching logs: 0
2022-06-23 14:15:48,263 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:48,329 root         DEBUG    matching summaries: 0
2022-06-23 14:15:48,329 root         DEBUG    finished reading logs
2022-06-23 14:15:48,329 root         INFO     missing summary data for v8.4.0b01, develop [acorn]
2022-06-23 14:15:48,329 root         INFO     processing hash [3: v8.4.0b00]
2022-06-23 14:15:48,329 root         DEBUG    generating summary for [v8.4.0b00]
2022-06-23 14:15:48,329 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:48,471 root         DEBUG    matching logs: 0
2022-06-23 14:15:48,471 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:48,539 root         DEBUG    matching summaries: 0
2022-06-23 14:15:48,539 root         DEBUG    finished reading logs
2022-06-23 14:15:48,539 root         INFO     missing summary data for v8.4.0b00, develop [acorn]
2022-06-23 14:15:48,539 root         INFO     processing hash [4: v8.3.0b16]
2022-06-23 14:15:48,539 root         DEBUG    generating summary for [v8.3.0b16]
2022-06-23 14:15:48,539 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:48,685 root         DEBUG    matching logs: 0
2022-06-23 14:15:48,685 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:48,753 root         DEBUG    matching summaries: 0
2022-06-23 14:15:48,753 root         DEBUG    finished reading logs
2022-06-23 14:15:48,753 root         INFO     missing summary data for v8.3.0b16, develop [acorn]
2022-06-23 14:15:48,753 root         INFO     processing hash [5: v8.3.0b15-6-g3df5f26]
2022-06-23 14:15:48,753 root         DEBUG    generating summary for [v8.3.0b15-6-g3df5f26]
2022-06-23 14:15:48,753 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:48,891 root         DEBUG    matching logs: 0
2022-06-23 14:15:48,892 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:48,957 root         DEBUG    matching summaries: 0
2022-06-23 14:15:48,957 root         DEBUG    finished reading logs
2022-06-23 14:15:48,957 root         INFO     missing summary data for v8.3.0b15-6-g3df5f26, develop [acorn]
2022-06-23 14:15:48,958 root         INFO     processing hash [6: v8.3.0b15]
2022-06-23 14:15:48,958 root         DEBUG    generating summary for [v8.3.0b15]
2022-06-23 14:15:48,958 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:49,100 root         DEBUG    matching logs: 0
2022-06-23 14:15:49,100 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:49,167 root         DEBUG    matching summaries: 0
2022-06-23 14:15:49,167 root         DEBUG    finished reading logs
2022-06-23 14:15:49,167 root         INFO     missing summary data for v8.3.0b15, develop [acorn]
2022-06-23 14:15:49,167 root         INFO     processing hash [7: v8.3.0b14-2-gde129fc]
2022-06-23 14:15:49,167 root         DEBUG    generating summary for [v8.3.0b14-2-gde129fc]
2022-06-23 14:15:49,167 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:49,309 root         DEBUG    matching logs: 0
2022-06-23 14:15:49,309 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:49,376 root         DEBUG    matching summaries: 0
2022-06-23 14:15:49,376 root         DEBUG    finished reading logs
2022-06-23 14:15:49,376 root         INFO     missing summary data for v8.3.0b14-2-gde129fc, develop [acorn]
2022-06-23 14:15:49,376 root         INFO     processing hash [8: v8.3.0b13-29-g945a2c1]
2022-06-23 14:15:49,376 root         DEBUG    generating summary for [v8.3.0b13-29-g945a2c1]
2022-06-23 14:15:49,376 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:49,514 root         DEBUG    matching logs: 0
2022-06-23 14:15:49,514 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:49,580 root         DEBUG    matching summaries: 0
2022-06-23 14:15:49,581 root         DEBUG    finished reading logs
2022-06-23 14:15:49,581 root         INFO     missing summary data for v8.3.0b13-29-g945a2c1, develop [acorn]
2022-06-23 14:15:49,581 root         INFO     processing hash [9: v8.3.0b13-25-g69a8078]
2022-06-23 14:15:49,581 root         DEBUG    generating summary for [v8.3.0b13-25-g69a8078]
2022-06-23 14:15:49,581 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:49,725 root         DEBUG    matching logs: 0
2022-06-23 14:15:49,726 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:49,793 root         DEBUG    matching summaries: 0
2022-06-23 14:15:49,793 root         DEBUG    finished reading logs
2022-06-23 14:15:49,793 root         INFO     missing summary data for v8.3.0b13-25-g69a8078, develop [acorn]
2022-06-23 14:15:49,793 root         INFO     processing hash [10: v8.3.0b13]
2022-06-23 14:15:49,793 root         DEBUG    generating summary for [v8.3.0b13]
2022-06-23 14:15:49,793 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:49,936 root         DEBUG    matching logs: 0
2022-06-23 14:15:49,936 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:50,004 root         DEBUG    matching summaries: 0
2022-06-23 14:15:50,004 root         DEBUG    finished reading logs
2022-06-23 14:15:50,004 root         INFO     missing summary data for v8.3.0b13, develop [acorn]
2022-06-23 14:15:50,004 root         INFO     processing hash [11: v8.3.0b12-72-g1df70b4]
2022-06-23 14:15:50,004 root         DEBUG    generating summary for [v8.3.0b12-72-g1df70b4]
2022-06-23 14:15:50,004 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:50,155 root         DEBUG    matching logs: 0
2022-06-23 14:15:50,155 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:50,222 root         DEBUG    matching summaries: 0
2022-06-23 14:15:50,222 root         DEBUG    finished reading logs
2022-06-23 14:15:50,222 root         INFO     missing summary data for v8.3.0b12-72-g1df70b4, develop [acorn]
2022-06-23 14:15:50,222 root         INFO     processing hash [12: v8.3.0b12-66-g9684790]
2022-06-23 14:15:50,222 root         DEBUG    generating summary for [v8.3.0b12-66-g9684790]
2022-06-23 14:15:50,222 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:50,359 root         DEBUG    matching logs: 0
2022-06-23 14:15:50,360 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:50,425 root         DEBUG    matching summaries: 0
2022-06-23 14:15:50,425 root         DEBUG    finished reading logs
2022-06-23 14:15:50,425 root         INFO     missing summary data for v8.3.0b12-66-g9684790, develop [acorn]
2022-06-23 14:15:50,425 root         INFO     processing hash [13: v8.3.0b12-61-g0687c4c]
2022-06-23 14:15:50,425 root         DEBUG    generating summary for [v8.3.0b12-61-g0687c4c]
2022-06-23 14:15:50,425 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:50,566 root         DEBUG    matching logs: 0
2022-06-23 14:15:50,566 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:50,631 root         DEBUG    matching summaries: 0
2022-06-23 14:15:50,631 root         DEBUG    finished reading logs
2022-06-23 14:15:50,631 root         INFO     missing summary data for v8.3.0b12-61-g0687c4c, develop [acorn]
2022-06-23 14:15:50,631 root         INFO     processing hash [14: v8.3.0b12-59-ge6bf221]
2022-06-23 14:15:50,631 root         DEBUG    generating summary for [v8.3.0b12-59-ge6bf221]
2022-06-23 14:15:50,631 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:50,755 root         DEBUG    matching logs: 0
2022-06-23 14:15:50,755 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:50,824 root         DEBUG    matching summaries: 0
2022-06-23 14:15:50,825 root         DEBUG    finished reading logs
2022-06-23 14:15:50,825 root         INFO     missing summary data for v8.3.0b12-59-ge6bf221, develop [acorn]
2022-06-23 14:15:50,825 root         INFO     processing hash [15: v8.3.0b12-1-g7c85d54]
2022-06-23 14:15:50,825 root         DEBUG    generating summary for [v8.3.0b12-1-g7c85d54]
2022-06-23 14:15:50,825 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:50,948 root         DEBUG    matching logs: 0
2022-06-23 14:15:50,948 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:51,014 root         DEBUG    matching summaries: 0
2022-06-23 14:15:51,014 root         DEBUG    finished reading logs
2022-06-23 14:15:51,014 root         INFO     missing summary data for v8.3.0b12-1-g7c85d54, develop [acorn]
2022-06-23 14:15:51,014 root         INFO     processing hash [16: v8.3.0b12]
2022-06-23 14:15:51,014 root         DEBUG    generating summary for [v8.3.0b12]
2022-06-23 14:15:51,014 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:51,139 root         DEBUG    matching logs: 0
2022-06-23 14:15:51,139 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:51,198 root         DEBUG    matching summaries: 0
2022-06-23 14:15:51,199 root         DEBUG    finished reading logs
2022-06-23 14:15:51,199 root         INFO     missing summary data for v8.3.0b12, develop [acorn]
2022-06-23 14:15:51,199 root         INFO     processing hash [17: v8.3.0b11-1-g7cbbce7]
2022-06-23 14:15:51,199 root         DEBUG    generating summary for [v8.3.0b11-1-g7cbbce7]
2022-06-23 14:15:51,199 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:51,312 root         DEBUG    matching logs: 0
2022-06-23 14:15:51,312 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:51,371 root         DEBUG    matching summaries: 0
2022-06-23 14:15:51,371 root         DEBUG    finished reading logs
2022-06-23 14:15:51,371 root         INFO     missing summary data for v8.3.0b11-1-g7cbbce7, develop [acorn]
2022-06-23 14:15:51,371 root         INFO     processing hash [18: v8.3.0b11]
2022-06-23 14:15:51,371 root         DEBUG    generating summary for [v8.3.0b11]
2022-06-23 14:15:51,371 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:51,484 root         DEBUG    matching logs: 0
2022-06-23 14:15:51,484 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:51,543 root         DEBUG    matching summaries: 0
2022-06-23 14:15:51,543 root         DEBUG    finished reading logs
2022-06-23 14:15:51,543 root         INFO     missing summary data for v8.3.0b11, develop [acorn]
2022-06-23 14:15:51,544 root         INFO     processing hash [19: v8.3.0b10-105-ga5295e3]
2022-06-23 14:15:51,544 root         DEBUG    generating summary for [v8.3.0b10-105-ga5295e3]
2022-06-23 14:15:51,544 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:51,656 root         DEBUG    matching logs: 0
2022-06-23 14:15:51,656 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:51,715 root         DEBUG    matching summaries: 0
2022-06-23 14:15:51,715 root         DEBUG    finished reading logs
2022-06-23 14:15:51,715 root         INFO     missing summary data for v8.3.0b10-105-ga5295e3, develop [acorn]
2022-06-23 14:15:51,715 root         INFO     processing hash [20: v8.3.0b09-4-g424b2f2]
2022-06-23 14:15:51,715 root         DEBUG    generating summary for [v8.3.0b09-4-g424b2f2]
2022-06-23 14:15:51,715 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:51,830 root         DEBUG    matching logs: 0
2022-06-23 14:15:51,830 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:51,891 root         DEBUG    matching summaries: 0
2022-06-23 14:15:51,891 root         DEBUG    finished reading logs
2022-06-23 14:15:51,891 root         INFO     missing summary data for v8.3.0b09-4-g424b2f2, develop [acorn]
2022-06-23 14:15:51,891 root         INFO     processing hash [21: v8.3.0b09-3-ge20ebbf]
2022-06-23 14:15:51,891 root         DEBUG    generating summary for [v8.3.0b09-3-ge20ebbf]
2022-06-23 14:15:51,892 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:51,937 root         DEBUG    matched other version v8.3.0b09-3-ge20ebbf11d
2022-06-23 14:15:51,951 root         DEBUG    matched other version v8.3.0b09-3-ge20ebbf11d
2022-06-23 14:15:52,005 root         DEBUG    matching logs: 2
2022-06-23 14:15:52,005 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:52,023 root         DEBUG    matched other version v8.3.0b09-3-ge20ebbf11d
2022-06-23 14:15:52,024 root         DEBUG    matched other version v8.3.0b09-3-ge20ebbf11d
2022-06-23 14:15:52,067 root         DEBUG    matching summaries: 2
2022-06-23 14:15:52,100 root         DEBUG    finished reading logs
2022-06-23 14:15:52,101 root         ERROR    found no numeric unit test results, setting to fail [/scratch1/NCEPDEV/nems/role.esmfmaint/esmf-test-artifacts/develop/acorn/intel/2019.3/O/mpi/8.1.7/summary.dat]
2022-06-23 14:15:52,101 root         ERROR    message: invalid literal for int() with base 10: 'unit'
2022-06-23 14:15:52,101 root         ERROR    line being parsed: unit tests did not complete
2022-06-23 14:15:52,101 root         ERROR    found no numeric system test results, setting to fail [/scratch1/NCEPDEV/nems/role.esmfmaint/esmf-test-artifacts/develop/acorn/intel/2019.3/O/mpi/8.1.7/summary.dat]
2022-06-23 14:15:52,101 root         ERROR    message: invalid literal for int() with base 10: 'system'
2022-06-23 14:15:52,101 root         ERROR    line being parsed: system tests did not complete
2022-06-23 14:15:52,101 root         ERROR    found no numeric example test results, setting to fail [/scratch1/NCEPDEV/nems/role.esmfmaint/esmf-test-artifacts/develop/acorn/intel/2019.3/O/mpi/8.1.7/summary.dat]
2022-06-23 14:15:52,101 root         ERROR    message: invalid literal for int() with base 10: 'No'
2022-06-23 14:15:52,101 root         ERROR    line being parsed: No examples ran
2022-06-23 14:15:52,160 root         ERROR    found no numeric unit test results, setting to fail [/scratch1/NCEPDEV/nems/role.esmfmaint/esmf-test-artifacts/develop/acorn/intel/2019.3/g/mpi/8.1.7/summary.dat]
2022-06-23 14:15:52,160 root         ERROR    message: invalid literal for int() with base 10: 'unit'
2022-06-23 14:15:52,160 root         ERROR    line being parsed: unit tests did not complete
2022-06-23 14:15:52,161 root         ERROR    found no numeric system test results, setting to fail [/scratch1/NCEPDEV/nems/role.esmfmaint/esmf-test-artifacts/develop/acorn/intel/2019.3/g/mpi/8.1.7/summary.dat]
2022-06-23 14:15:52,161 root         ERROR    message: invalid literal for int() with base 10: 'system'
2022-06-23 14:15:52,161 root         ERROR    line being parsed: system tests did not complete
2022-06-23 14:15:52,161 root         ERROR    found no numeric example test results, setting to fail [/scratch1/NCEPDEV/nems/role.esmfmaint/esmf-test-artifacts/develop/acorn/intel/2019.3/g/mpi/8.1.7/summary.dat]
2022-06-23 14:15:52,161 root         ERROR    message: invalid literal for int() with base 10: 'No'
2022-06-23 14:15:52,161 root         ERROR    line being parsed: No examples ran
2022-06-23 14:15:52,214 root         DEBUG    checking out summary
2022-06-23 14:15:52,215 root         DEBUG    writing archive v8.3.0b09-3-ge20ebbf length 2
2022-06-23 14:15:52,231 root         INFO     processed [2] rows
2022-06-23 14:15:52,231 root         DEBUG    writing files /tmp/esmf_branch_summary_space/develop/v8.3.0b09-3-ge20ebbf
2022-06-23 14:15:52,232 root         DEBUG    writing file md: /tmp/esmf_branch_summary_space/develop/v8.3.0b09-3-ge20ebbf
2022-06-23 14:15:52,233 root         DEBUG    writing file csv[2]: /tmp/esmf_branch_summary_space/develop/v8.3.0b09-3-ge20ebbf
2022-06-23 14:15:52,233 root         DEBUG    adding all modified files in summary
2022-06-23 14:15:52,239 root         DEBUG    committing to summary
2022-06-23 14:15:52,244 root         INFO     On branch main
Your branch is up to date with 'origin/main'.

nothing to commit, working tree clean

2022-06-23 14:15:52,675 root         INFO     finished summary for B:develop M: acorn [v8.3.0b09-3-ge20ebbf]
2022-06-23 14:15:52,675 root         INFO     processing hash [22: v8.3.0b09-1-g1bcf580]
2022-06-23 14:15:52,675 root         DEBUG    generating summary for [v8.3.0b09-1-g1bcf580]
2022-06-23 14:15:52,675 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:52,803 root         DEBUG    matching logs: 0
2022-06-23 14:15:52,803 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:52,872 root         DEBUG    matching summaries: 0
2022-06-23 14:15:52,872 root         DEBUG    finished reading logs
2022-06-23 14:15:52,872 root         INFO     missing summary data for v8.3.0b09-1-g1bcf580, develop [acorn]
2022-06-23 14:15:52,872 root         INFO     processing hash [23: v8.3.0b09]
2022-06-23 14:15:52,872 root         DEBUG    generating summary for [v8.3.0b09]
2022-06-23 14:15:52,872 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:15:53,001 root         DEBUG    matching logs: 0
2022-06-23 14:15:53,002 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:15:53,069 root         DEBUG    matching summaries: 0
2022-06-23 14:15:53,069 root         DEBUG    finished reading logs
2022-06-23 14:15:53,069 root         INFO     missing summary data for v8.3.0b09, develop [acorn]
2022-06-23 14:15:53,069 root         INFO     finished summaries for branch develop on machine acorn
2022-06-23 14:15:53,069 root         INFO     generating summaries for develop [catania]
2022-06-23 14:15:53,070 root         DEBUG    checking out catania
2022-06-23 14:16:05,720 root         DEBUG    pulling from catania
2022-06-23 14:16:06,249 root         INFO     processing hash [0: v8.4.0b01-2-gf0d4ab2]
2022-06-23 14:16:06,249 root         DEBUG    generating summary for [v8.4.0b01-2-gf0d4ab2]
2022-06-23 14:16:06,249 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:16:06,275 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,303 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,329 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,341 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,346 root         DEBUG    matching logs: 4
2022-06-23 14:16:06,346 root         DEBUG    fetching matching summaries to extract test results
2022-06-23 14:16:06,356 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,359 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,363 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,366 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:06,371 root         DEBUG    matching summaries: 4
2022-06-23 14:16:06,424 root         DEBUG    finished reading logs
2022-06-23 14:16:06,628 root         DEBUG    checking out summary
2022-06-23 14:16:06,628 root         DEBUG    writing archive v8.4.0b01-2-gf0d4ab2 length 4
2022-06-23 14:16:06,638 root         INFO     processed [4] rows
2022-06-23 14:16:06,638 root         DEBUG    writing files /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:16:06,642 root         DEBUG    writing file -latest: /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:16:06,658 root         DEBUG    writing file md: /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:16:06,673 root         DEBUG    writing file csv[85]: /tmp/esmf_branch_summary_space/develop/v8.4.0b01-2-gf0d4ab2
2022-06-23 14:16:06,674 root         DEBUG    adding all modified files in summary
2022-06-23 14:16:06,680 root         DEBUG    committing to summary
2022-06-23 14:16:06,687 root         INFO     On branch main
Your branch is up to date with 'origin/main'.

nothing to commit, working tree clean

2022-06-23 14:16:07,146 root         INFO     finished summary for B:develop M: catania [v8.4.0b01-2-gf0d4ab2]
2022-06-23 14:16:07,146 root         INFO     finished summaries for branch develop on machine catania
2022-06-23 14:16:07,146 root         INFO     generating summaries for develop [cheyenne]
2022-06-23 14:16:07,147 root         DEBUG    checking out cheyenne
2022-06-23 14:16:29,256 root         DEBUG    pulling from cheyenne
2022-06-23 14:16:29,732 root         INFO     processing hash [0: v8.4.0b01-2-gf0d4ab2]
2022-06-23 14:16:29,732 root         DEBUG    generating summary for [v8.4.0b01-2-gf0d4ab2]
2022-06-23 14:16:29,732 root         DEBUG    fetching matching logs to determine build pass/fail
2022-06-23 14:16:29,756 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,774 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,805 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,827 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,848 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,870 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,890 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,924 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,939 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,954 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,970 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:29,996 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:30,110 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:30,144 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
2022-06-23 14:16:30,173 root         DEBUG    matched other version v8.4.0b01-2-gf0d4ab211d
